response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
19989,CES201802,1451,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
20039.6,CES201802,1463,can, vaas,vaas,vase,use can as vase,use can as vase,2,5
20174,CES201802,1477,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
20512,CES201802,1518,can,Vaas,vaas,vase,use can as vase,use can as vase,2,5
20633,CES201802,1532,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
20793,CES201802,1556,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
20854,CES201802,1560,can,Vaas,vaas,vase,use can as vase,use can as vase,2,5
21425,CES201802,1642,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
21496,CES201802,1650,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
21731,CES201802,1682,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
22384,CES201802,1768,can,als vaas,vaas,vase,use can as vase,use can as vase,2,5
22954,CES201802,1839,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
23134,CES201802,1859,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
23376,CES201802,1888,can,als vaas gebruiken,vaas,vase,use can as vase,use can as vase,2,5
23522,CES201802,1905,can,vaas,vaas,vase,use can as vase,use can as vase,2,5
18704,CES201802,1302,can,vaas voor bloemen,vaas bloemen,vase flowers,use can as vase flowers,use can as vase flowers,2,5
18497,CES201802,1277,can,vaas voor een bloemetje,vaas bloemetje,vase flower,use can as vase flower,use can as vase flower,2,5
19007,CES201802,1334,can,vaasje,vaasje,vase,use can as vase,use can as vase,2,5
19602.3,CES201802,1414,can, vaasje,vaasje,vase,use can as vase,use can as vase,2,5
19605,CES201802,1414,can,vaasje,vaasje,vase,use can as vase,use can as vase,2,5
22555,CES201802,1789,can,val,val,fall,use can as fall,use can as fall,4,3
21769,CES201802,1685,can,vangen,vangen,catch,use can as catch,use can as catch,2,3
18972,CES201802,1329,can,vangvoorwerp,vangvoorwerp,catch object,use can as catch object,use can as catch object,2,3
19748,CES201802,1429,can,vasthouden,vasthouden,cling,use can as cling,use can as cling,2,4
21487,CES201802,1651,can,vasthouden,vasthouden,cling,use can as cling,use can as cling,2,4
23490,CES201802,1900,can,vasthouden,vasthouden,cling,use can as cling,use can as cling,2,4
23024,CES201802,1846,can,vat,vat,barrel,use can as barrel,use can as barrel,2,4
19377,CES201802,1384,can,verenkijker,verenkijker,feather viewer,use can as feather viewer,use can as feather viewer,4,2
21636,CES201802,1669,can,verf in doen,verf,paint,use can as paint,use can as paint,2,5
22989.5,CES201802,1843,can, verf,verf,paint,use can as paint,use can as paint,2,5
23504,CES201802,1902,can,verf doek,verf doek,paint canvas,use can as paint canvas,use can as paint canvas,2,3
19744,CES201802,1429,can,verfpot,verfpot,paint pot,use can as paint pot,use can as paint pot,2,5
20389,CES201802,1505,can,verfrommelen,verfrommelen,crumple,use can as crumple,use can as crumple,2,4
21384,CES201802,1640,can,verfrommelen,verfrommelen,crumple,use can as crumple,use can as crumple,2,4
19198,CES201802,1357,can,je kunt er iets in verhitten,verhitten,heat,use can as heat,use can as heat,2,4
22837,CES201802,1826,can,verhoger,verhoger,raiser,use can as raiser,use can as raiser,2,4
18989,CES201802,1333,can,verhoging,verhoging,elevation,use can as elevation,use can as elevation,2,4
20286,CES201802,1495,can,als verhoging gebruiken,verhoging,elevation,use can as elevation,use can as elevation,2,4
21406,CES201802,1641,can,verhoging,verhoging,elevation,use can as elevation,use can as elevation,2,4
22427,CES201802,1773,can,vehoging,verhoging,elevation,use can as elevation,use can as elevation,2,4
21844,CES201802,1696,can,Verhoging om iets te pakken,verhoging pakken,get raise,use can as get raise,use can as get raise,2,4
19252,CES201802,1364,can,verknippen en er een sierraad mee maken,verknippen sieraad,cut ornament,use can as cut ornament,use can as cut ornament,2,4
21111,CES201802,1607,can,verkoeling,verkoeling,cooling,use can as cooling,use can as cooling,2,4
18771,CES201802,1307,can,verkoelingsaparaat,verkoeling apparaat,cooling device,use can as cooling device,use can as cooling device,2,4
19496,CES201802,1401,can,verkoepn,verkopen,sell,use can as sell,use can as sell,2,4
19497,CES201802,1401,can,verkopen,verkopen,sell,use can as sell,use can as sell,2,4
20961,CES201802,1572,can,verkopen,verkopen,sell,use can as sell,use can as sell,2,4
21010.7,CES201802,1576,can, verkopen,verkopen,sell,use can as sell,use can as sell,2,4
21392,CES201802,1640,can,verkopen,verkopen,sell,use can as sell,use can as sell,2,4
21761,CES201802,1685,can,verkopen,verkopen,sell,use can as sell,use can as sell,2,4
23081,CES201802,1854,can,verkopen,verkopen,sell,use can as sell,use can as sell,2,4
23534,CES201802,1906,can,verkooen,verkopen,sell,use can as sell,use can as sell,2,4
23535,CES201802,1906,can,verkopen*,verkopen,sell,use can as sell,use can as sell,2,4
21408,CES201802,1645,can,verkreukelen,verkreukelen,crumple,use can as crumple,use can as crumple,2,4
23050,CES201802,1849,can,Gebruiken als verlengstuk om iets te kunnen pakken dat out of reach is,verlengstuk pakken out reach,extension handle out reach,use can as extension handle out reach,use can as extension handle out reach,3,2
23434,CES201802,1895,can,iemand mee vermoorden,vermoorden,murder,use can as murder,use can as murder,2,4
20619,CES201802,1533,can,verpakking,verpakking,packaging,use can as packaging,use can as packaging,1,5
20565,CES201802,1525,can,verrekijker,verrekijker,binoculars,use can as binoculars,use can as binoculars,4,2
22772,CES201802,1818,can,verrekijker,verrekijker,binoculars,use can as binoculars,use can as binoculars,4,2
18921,CES201802,1325,can,verschillende kleuren blikjes tegen elkaar aan en figuur van maken,verschillende kleuren blikjes tegen elkaar figuur,different color cans against each other figure,use can as different color cans against each other figure,use can as different color cans against each other figure,3,3
21070,CES201802,1592,can,verschrompelen,verschrompelen,shrivel,use can as shrivel,use can as shrivel,2,4
20963,CES201802,1572,can,versieren,versieren,decorate,use can as decorate,use can to decorate,3,3
22046,CES201802,1726,can,iets versieren,versieren,decorate,use can as decorate,use can to decorate,3,3
18528,CES201802,1280,can,versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
19242,CES201802,1363,can,versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
20739,CES201802,1548,can,versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
21491,CES201802,1650,can,versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
22304,CES201802,1760,can,versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
22893,CES201802,1832,can,gebruiken als versiering,versiering,decoration,use can as decoration,use can as decoration,3,3
22489,CES201802,1783,can,versieringen van maken ,versieringen,decorations,use can as decorations,use can as decorations,3,3
21445,CES201802,1647,can,versterker,versterker,amplifier,use can as amplifier,use can as amplifier,4,4
18732,CES201802,1303,can,verstopplaats,verstop plaats,hide place,use can as hide place,use can as hide place,4,4
18656,CES201802,1294,can,vertstoppen,verstoppen,hide,use can as hide,use can as hide,4,4
19018,CES201802,1334,can,iets ijn verstoppen,verstoppen,hide,use can as hide,use can as hide,4,4
21471,CES201802,1644,can,verven,verven,paint,use can as paint,use can as paint,2,4
21484,CES201802,1651,can,verven,verven,paint,use can as paint,use can as paint,2,4
22691,CES201802,1809,can,verven ,verven,paint,use can as paint,use can as paint,2,4
19113,CES201802,1345,can,vervoeren van vloeistof,vervoeren vloeistof,transport liquid,use can as transport liquid,use can as transport liquid,2,5
18991,CES201802,1333,can,vervormen tot armband,vervormen armband,deform bracelet,use can as deform bracelet,use can as deform bracelet,3,4
19383,CES201802,1385,can,vervuiling,vervuiling,pollution,use can as pollution,use can as pollution,2,5
22368,CES201802,1766,can,vervuiling,vervuiling,pollution,use can as pollution,use can as pollution,2,5
20544.2,CES201802,1523,can, dus ierts in verwarmen,verwarmen,heat,use can as heat,use can as heat,2,4
22668,CES201802,1805,can,verwondingsvoorwerp,verwondingsvoorwerp,injury object,use can as injury object,use can as injury object,2,4
20039.9,CES201802,1463,can, verzamelen,verzamelen,collect,use can as collect,use can as collect,2,4
21007.7,CES201802,1575,can, verzamelen,verzamelen,collect,use can as collect,use can as collect,2,4
21483,CES201802,1651,can,verzamelen,verzamelen,collect,use can as collect,use can as collect,2,4
23370,CES201802,1888,can,verzamelen,verzamelen,collect,use can as collect,use can as collect,2,4
19655,CES201802,1421,can,verzameling,verzameling,collection,use can as collection,use can as collection,2,4
23400,CES201802,1890,can,vies sapje,vies sapje,nasty juice,use can as nasty juice,use can as nasty juice,1,5
19014,CES201802,1334,can,vinger mee snijden,vinger snijden,cutting finger,use can as cutting finger,use can as cutting finger,2,4
19747,CES201802,1429,can,vis,vis,fish,use can as fish,use can as fish,1,5
22160,CES201802,1742,can,vis,vis,fish,use can as fish,use can as fish,1,5
22851,CES201802,1827,can,vis,vis,fish,use can as fish,use can as fish,1,5
21218,CES201802,1621,can,vishaak,vishaak,fishhook,use can as fishhook,use can as fishhook,4,4
22050,CES201802,1728,can,als vishaakje gebruiken,vishaakje,fishhook,use can as fishhook,use can as fishhook,4,4
20599,CES201802,1528,can,vissenkom,vissenkom,fishbowl,use can as fishbowl,use can as fishbowl,3,3
22644,CES201802,1803,can,vissenkom,vissenkom,fishbowl,use can as fishbowl,use can as fishbowl,3,3
20730,CES201802,1546,can,vloeistof houder,vloeistof houder,liquid holder,use can as liquid holder,use can as liquid holder,1,5
21811,CES201802,1692,can,vloeistoffen in bewaren,vloeistoffen bewaren,store liquids,use can as store liquids,use can as store liquids,1,5
22416,CES201802,1774,can,vlot bouwen,vlot bouwen,building raft,use can as building raft,use can as building raft,4,3
22833,CES201802,1826,can,voeding,voeding,power supply,use can as power supply,use can as power supply,1,5
20273.3,CES201802,1493,can, voedsel,voedsel,food,use can as food,use can as food,1,5
20276,CES201802,1493,can,voedsel,voedsel,food,use can as food,use can as food,1,5
20805,CES201802,1555,can,voedsel bewaren,voedsel bewaren,storing food,use can as storing food,use can as storing food,1,5
20920,CES201802,1568,can,voedsel bewaren,voedsel bewaren,storing food,use can as storing food,use can as storing food,1,5
21894,CES201802,1705,can,voedsel bewaren,voedsel bewaren,storing food,use can as storing food,use can as storing food,1,5
23493,CES201802,1901,can,voedsel in bewaren,voedsel bewaren,storing food,use can as storing food,use can as storing food,1,5
21843,CES201802,1696,can,Voedsel instoppen,voedsel instoppen,put food in,use can as put food in,use can as put food in,1,5
22597,CES201802,1796,can,voedsel opbergen,voedsel opbergen,store food,use can as store food,use can as store food,1,5
22593,CES201802,1795,can,voedsel opslag,voedsel opslag,food storage,use can as food storage,use can as food storage,1,5
22247,CES201802,1754,can,voelen,voelen,feel,use can as feel,use can as feel,2,3
23380,CES201802,1888,can,voerbakje,voerbakje,food bowl,use can as food bowl,use can as food bowl,2,5
19043,CES201802,1338,can,voerbakje voor vogels,voerbakje vogels,bird feeder,use can as bird feeder,use can as bird feeder,2,5
18694,CES201802,1299,can,als voetbal,voetbal,football,use can as football,use can as football,2,4
18864,CES201802,1317,can,voetbal,voetbal,football,use can as football,use can as football,2,4
19009,CES201802,1334,can,voetbal,voetbal,football,use can as football,use can as football,2,4
19656,CES201802,1421,can,Voetbal,voetbal,football,use can as football,use can as football,2,4
19735,CES201802,1423,can,VOETBAL,voetbal,football,use can as football,use can as football,2,4
19752,CES201802,1431,can,'voetbal'',voetbal,football,use can as football,use can as football,2,4
20153,CES201802,1473,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20200,CES201802,1481,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20399,CES201802,1506,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20557,CES201802,1525,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20613,CES201802,1533,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20676,CES201802,1538,can,als voetbal,voetbal,football,use can as football,use can as football,2,4
20763,CES201802,1551,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20809,CES201802,1555,can,voetbal,voetbal,football,use can as football,use can as football,2,4
20907,CES201802,1565,can,voetbal,voetbal,football,use can as football,use can as football,2,4
21010.2,CES201802,1576,can, voetbal,voetbal,football,use can as football,use can as football,2,4
21148,CES201802,1610,can,voetbal ,voetbal,football,use can as football,use can as football,2,4
21403,CES201802,1641,can,voetbal,voetbal,football,use can as football,use can as football,2,4
21430,CES201802,1642,can,voetbal,voetbal,football,use can as football,use can as football,2,4
21841,CES201802,1696,can,Voetbal,voetbal,football,use can as football,use can as football,2,4
21861,CES201802,1699,can,voetbal,voetbal,football,use can as football,use can as football,2,4
21957,CES201802,1714,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22126,CES201802,1737,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22177,CES201802,1745,can,gebruiken als voetbal,voetbal,football,use can as football,use can as football,2,4
22290,CES201802,1758,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22298,CES201802,1759,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22337,CES201802,1765,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22352,CES201802,1767,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22754,CES201802,1814,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22933,CES201802,1837,can,voetbal,voetbal,football,use can as football,use can as football,2,4
22944,CES201802,1840,can,op te gebruiken als voetbal,voetbal,football,use can as football,use can as football,2,4
